ID,x,y,z
318,-0.671698113,-0.271698113,1.049056604
319,-0.724528302,-0.339622642,1.079245283
320,-0.777358491,-0.40754717,1.109433962
321,-0.830188679,-0.471698113,1.139622642
322,-0.883018868,-0.539622642,1.169811321
323,-0.935849057,-0.60754717,1.2
324,-0.781132075,-0.403773585,1.196226415
325,-0.781132075,-0.475471698,0.894339623
326,-0.641509434,-0.479245283,0.962264151
327,-0.501886792,-0.483018868,1.030188679
328,-0.362264151,-0.486792453,1.098113208
329,-0.222641509,-0.490566038,1.166037736
330,-0.086792453,-0.498113208,1.233962264
331,-0.154716981,-0.381132075,1.252830189
332,-0.305660377,-0.411320755,1.513207547
333,-0.20754717,-0.445283019,1.430188679
334,-0.109433962,-0.479245283,1.350943396
335,-0.011320755,-0.513207547,1.271698113
336,0.086792453,-0.547169811,1.196226415
337,0.18490566,-0.58490566,1.113207547
338,0.086792453,-0.709433962,0.905660377
339,0.2,-0.720754717,0.939622642
340,0.245283019,-0.867924528,0.973584906
341,0.403773585,-0.864150943,0.920754717
342,0.260377358,-0.720754717,0.98490566
343,0.283018868,-0.675471698,0.98490566
344,0.309433962,-0.630188679,0.98490566
345,0.335849057,-0.588679245,0.98490566
346,0.362264151,-0.543396226,0.981132075
347,0.388679245,-0.498113208,0.981132075
348,0.41509434,-0.456603774,0.981132075
349,0.441509434,-0.411320755,0.981132075
350,0.467924528,-0.369811321,0.977358491
351,0.618867925,-0.498113208,1.011320755
352,0.705660377,-0.520754717,0.954716981
353,0.769811321,-0.449056604,0.950943396
354,0.833962264,-0.381132075,0.947169811
355,0.630188679,-0.362264151,1.011320755
356,0.788679245,-0.618867925,1.098113208
357,0.61509434,-0.524528302,0.894339623
358,0.59245283,-0.516981132,1.041509434
359,0.464150943,-0.675471698,0.973584906
360,0.588679245,-0.520754717,1.00754717
361,0.373584906,-0.433962264,1.098113208
362,0.520754717,-0.626415094,1.196226415
363,0.373584906,-0.543396226,1.256603774
364,0.377358491,-0.535849057,1.286792453
365,0.38490566,-0.528301887,1.320754717
366,0.388679245,-0.520754717,1.350943396
367,0.396226415,-0.516981132,1.38490566
368,0.4,-0.509433962,1.41509434
369,0.40754717,-0.501886792,1.449056604
370,0.411320755,-0.494339623,1.483018868
371,0.418867925,-0.490566038,1.513207547
372,0.426415094,-0.483018868,1.547169811
373,0.430188679,-0.475471698,1.577358491
374,0.437735849,-0.467924528,1.611320755
375,0.441509434,-0.464150943,1.645283019
376,0.449056604,-0.456603774,1.675471698
377,0.452830189,-0.449056604,1.709433962
378,0.460377358,-0.441509434,1.739622642
379,0.464150943,-0.437735849,1.773584906
380,0.471698113,-0.430188679,1.80754717
381,0.479245283,-0.422641509,1.837735849
382,0.483018868,-0.41509434,1.871698113
383,0.490566038,-0.411320755,1.901886792
384,0.494339623,-0.403773585,1.935849057
385,0.501886792,-0.396226415,1.969811321
386,0.505660377,-0.388679245,2
387,0.513207547,-0.38490566,2.033962264
388,0.516981132,-0.377358491,2.064150943
389,0.524528302,-0.369811321,2.098113208
390,0.532075472,-0.366037736,2.132075472
391,0.298113208,-0.39245283,1.909433962
392,0.230188679,-0.573584906,1.920754717
393,0.290566038,-0.543396226,1.852830189
394,0.354716981,-0.513207547,1.78490566
395,0.41509434,-0.483018868,1.716981132
396,0.479245283,-0.452830189,1.649056604
397,0.441509434,-0.611320755,1.603773585
398,0.532075472,-0.39245283,1.543396226
399,0.475471698,-0.354716981,1.667924528
400,0.422641509,-0.320754717,1.79245283
401,0.369811321,-0.286792453,1.920754717
402,0.313207547,-0.249056604,2.045283019
403,0.260377358,-0.21509434,2.169811321
404,0.20754717,-0.181132075,2.298113208
405,0.071698113,-0.366037736,2.471698113
406,0.354716981,-0.294339623,2.622641509
407,0.354716981,-0.369811321,2.622641509
408,0.264150943,-0.188679245,2.675471698
409,0.298113208,-0.260377358,2.456603774
410,-0.003773585,-0.422641509,2.916981132
411,-0.071698113,-0.339622642,2.762264151
412,0.071698113,-0.377358491,2.916981132
413,0.124528302,-0.279245283,2.875471698
414,0.177358491,-0.181132075,2.837735849
415,0.101886792,-0.124528302,2.935849057
416,0.147169811,-0.249056604,3.218867925
417,-0.00754717,-0.083018868,3.233962264
418,0.083018868,-0.147169811,3.003773585
419,-0.01509434,-0.022641509,3.045283019
420,0.075471698,-0.18490566,2.781132075
421,-0.158490566,-0.071698113,2.762264151
422,-0.139622642,-0.128301887,2.641509434
423,-0.139622642,-0.377358491,2.61509434
424,-0.275471698,-0.411320755,2.58490566
425,-0.218867925,-0.328301887,2.252830189
426,-0.21509434,-0.135849057,2.252830189
427,-0.332075472,-0.286792453,2.264150943
428,-0.550943396,-0.430188679,2.086792453
429,-0.324528302,-0.181132075,2.026415094
430,-0.373584906,-0.173584906,1.958490566
431,-0.422641509,-0.166037736,1.890566038
432,-0.471698113,-0.158490566,1.822641509
433,-0.524528302,-0.150943396,1.758490566
434,-0.573584906,-0.143396226,1.690566038
435,-0.622641509,-0.135849057,1.622641509
436,-0.675471698,-0.128301887,1.558490566
437,-0.498113208,0.060377358,1.664150943
438,-0.667924528,0.188679245,1.452830189
439,-0.618867925,0.313207547,1.558490566
440,-0.569811321,0.437735849,1.664150943
441,-0.339622642,0.267924528,1.679245283
442,-0.049056604,0.354716981,1.596226415
443,-0.071698113,0.335849057,1.675471698
444,-0.094339623,0.316981132,1.754716981
445,-0.116981132,0.298113208,1.833962264
446,-0.139622642,0.279245283,1.913207547
447,-0.162264151,0.260377358,1.99245283
448,-0.18490566,0.241509434,2.071698113
449,-0.20754717,0.226415094,2.154716981
450,-0.011320755,0.211320755,2.350943396
451,0.116981132,0.098113208,2.516981132
452,-0.147169811,0.049056604,2.550943396
453,0.154716981,0.075471698,2.671698113
454,0.064150943,-0.037735849,2.901886792
455,0.211320755,0.188679245,2.849056604
456,0.166037736,-0.052830189,2.935849057
457,0.332075472,-0.022641509,2.890566038
458,0.279245283,-0.154716981,2.679245283
459,0.222641509,-0.124528302,2.479245283
460,0.309433962,0.086792453,2.60754717
461,0.279245283,0.135849057,2.547169811
462,0.252830189,0.188679245,2.486792453
463,0.222641509,0.237735849,2.430188679
464,0.196226415,0.290566038,2.369811321
465,0.169811321,0.343396226,2.309433962
466,0.139622642,0.39245283,2.252830189
467,0.113207547,0.445283019,2.19245283
468,0.086792453,0.498113208,2.132075472
469,0.060377358,0.547169811,2.075471698
470,0.033962264,0.6,2.01509434
471,0.003773585,0.652830189,1.958490566
472,0.196226415,0.709433962,1.901886792
473,0.332075472,0.550943396,1.611320755
474,0.441509434,0.554716981,1.656603774
475,0.377358491,0.550943396,1.686792453
476,0.566037736,0.581132075,1.996226415
477,0.479245283,0.490566038,1.996226415
478,0.294339623,0.335849057,1.996226415
479,0.18490566,0.218867925,2.098113208
480,0.241509434,0.203773585,2.049056604
481,0.301886792,0.19245283,2
482,0.358490566,0.181132075,1.954716981
483,0.418867925,0.169811321,1.905660377
484,0.475471698,0.158490566,1.856603774
485,0.535849057,0.147169811,1.811320755
486,0.59245283,0.135849057,1.762264151
487,0.652830189,0.124528302,1.713207547
488,0.713207547,0.113207547,1.667924528
489,0.698113208,-0.143396226,1.664150943
490,0.641509434,-0.033962264,1.724528302
491,0.645283019,-0.294339623,1.883018868
492,0.573584906,-0.226415094,1.894339623
493,0.505660377,-0.162264151,1.909433962
494,0.433962264,-0.094339623,1.920754717
495,0.366037736,-0.030188679,1.935849057
496,0.396226415,-0.033962264,2.079245283
497,0.2,-0.120754717,2.267924528
498,0.433962264,-0.271698113,2.335849057
499,0.433962264,-0.271698113,2.335849057
